Marital_Status,Application_Mode,Application_Order,Course,Daytime_Evening_Attendance,Previous_Qualification,Previous_Qualification_Grade,Nacionality,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Admission_Grade,Displaced,Educational_Special_Needs,Debtor,Tuition_Fees_Up_to_Date,Gender,Scholarship_Holder,Age_at_Enrollment,International,Curricular_Units_1st_Sem_Credited,Curricular_Units_1st_Sem_Enrolled,Curricular_Units_1st_Sem_Evaluations,Curricular_Units_1st_Sem_Approved,Curricular_Units_1st_Sem_Grade,Curricular_Units_1st_Sem_Without_Evaluations,Curricular_Units_2nd_Sem_Credited,Curricular_Units_2nd_Sem_Enrolled,Curricular_Units_2nd_Sem_Evaluations,Curricular_Units_2nd_Sem_Approved,Curricular_Units_2nd_Sem_Grade,Curricular_Units_2nd_Sem_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Target
1,16,8,171,1,9,152.8,6,7,5,3,5,122.1,1,0,0,1,1,1,36,0,2,15,9,9,9.3,2,5,9,8,8,12.6,7,13.4,-0.5,-2.52,Enrolled
2,10,8,9119,0,9,138.8,14,8,20,19,11,115.3,1,0,0,1,1,0,25,0,14,3,4,14,0.1,7,12,15,3,0,10.9,8,8.3,0.6,0.07,Graduate
1,2,1,9003,1,12,153.8,20,1,23,13,12,126.5,1,0,0,1,1,0,19,0,12,3,27,10,8.7,6,8,14,5,4,11.1,1,10.6,2.5,-3.9,Enrolled
1,5,6,171,1,6,124.4,17,8,4,10,17,127.0,1,0,0,1,1,0,27,0,13,0,25,10,11.9,1,12,5,22,7,12.6,6,14.7,3.6,-3.09,Dropout
1,15,9,9085,1,6,146.2,18,19,26,8,13,120.8,0,0,0,1,0,0,20,0,3,0,15,0,7.4,9,1,3,14,13,15.9,0,10.6,3.7,0.57,Graduate
1,2,3,171,1,12,114.5,21,17,30,4,10,121.1,1,0,1,1,0,0,44,0,11,0,16,5,2.3,1,4,11,20,1,2.7,8,11.6,0.0,-0.39,Graduate
1,5,2,9238,1,6,142.5,10,9,29,2,1,118.0,1,0,0,1,0,0,54,0,4,1,1,4,4.8,7,8,15,6,5,0.6,2,14.3,-0.5,1.58,Graduate
3,7,0,171,1,9,119.3,19,16,34,19,18,120.3,1,0,0,1,1,1,27,0,9,11,16,14,12.9,2,7,14,25,2,1.3,9,7.2,1.4,1.56,Enrolled
1,10,2,9119,0,9,136.9,18,27,10,1,1,145.7,1,0,1,1,1,1,48,0,14,14,7,13,8.6,0,2,16,10,8,5.0,8,7.7,-0.6,-0.77,Graduate
1,2,8,33,1,2,137.6,4,2,20,9,16,133.7,1,0,0,1,0,0,34,1,14,6,8,9,8.6,1,1,6,18,6,7.3,3,9.4,1.3,1.05,Graduate
1,7,8,9119,1,10,140.3,20,12,24,9,7,133.9,0,0,1,1,0,1,35,0,3,2,6,12,0.7,7,10,13,19,10,8.4,0,13.9,3.5,2.45,Enrolled
2,5,6,9238,1,6,114.9,15,31,34,6,4,140.2,0,0,0,1,1,0,32,0,3,6,0,6,9.5,6,10,12,7,8,4.0,7,9.5,3.0,0.46,Enrolled
2,2,2,9070,1,4,134.7,6,19,13,14,10,139.0,1,0,0,1,0,0,19,0,7,12,19,4,7.6,5,11,0,9,5,1.4,0,10.7,-0.6,3.27,Enrolled
2,15,2,33,1,9,130.4,6,26,23,4,19,145.5,0,0,0,0,0,0,29,0,12,6,7,5,15.8,2,2,5,1,12,4.5,7,10.1,-0.7,3.46,Graduate
3,2,3,9085,1,10,148.8,3,4,10,7,0,134.6,1,0,0,1,0,1,53,0,1,16,8,14,6.9,6,6,10,5,8,13.9,2,14.2,1.1,-0.17,Dropout
4,7,6,9119,1,1,120.4,9,31,22,17,19,129.7,0,0,0,1,1,0,46,0,0,15,19,1,11.0,7,7,5,24,1,11.0,8,12.5,-0.3,-2.09,Dropout
1,17,6,33,1,14,110.4,11,13,14,19,15,119.3,0,0,0,1,0,0,30,0,7,14,15,12,16.8,9,6,9,28,14,13.3,3,9.0,0.9,1.91,Dropout
1,17,1,9147,1,4,105.3,5,4,25,5,4,116.3,1,0,0,1,0,1,52,0,13,2,17,0,10.2,6,6,9,7,13,9.5,8,14.9,2.3,-2.74,Graduate
3,2,4,9119,1,4,125.7,14,13,18,10,15,138.5,1,0,0,1,1,0,22,0,11,3,1,5,0.5,8,7,15,25,9,4.6,7,7.1,0.7,1.8,Graduate
6,15,6,33,1,14,123.6,2,9,20,7,4,125.6,1,0,0,1,0,0,48,0,10,15,19,1,1.8,8,7,6,28,1,17.4,0,10.8,0.8,-0.7,Graduate
4,10,6,8014,1,12,125.5,19,2,28,3,9,109.3,0,0,1,1,1,0,48,0,12,16,7,2,17.4,5,4,0,12,3,15.3,6,14.2,-0.4,1.83,Graduate
1,10,5,9070,1,6,125.6,8,12,8,6,8,99.8,0,0,0,1,0,1,28,0,6,7,21,11,9.9,1,14,3,27,4,16.4,5,11.1,3.3,-1.8,Graduate
1,17,9,9003,1,4,150.9,13,17,5,1,18,154.9,1,1,0,1,1,0,41,0,11,15,25,0,3.4,9,6,4,6,9,3.9,9,9.5,2.9,-0.62,Graduate
1,7,9,171,0,1,127.8,19,4,21,14,2,114.2,0,0,0,1,0,0,41,0,1,5,23,7,10.2,0,14,18,28,14,12.6,5,15.3,0.9,2.27,Dropout
2,5,7,33,1,10,147.0,5,14,20,8,8,118.1,0,0,1,0,1,0,24,0,2,8,26,6,17.2,7,8,10,10,8,9.9,4,13.0,1.7,-1.49,Enrolled
1,7,2,9003,0,12,135.8,15,21,16,18,19,143.0,1,0,0,1,1,1,51,0,14,3,17,9,0.8,9,7,3,15,1,3.9,9,11.9,1.4,-0.98,Dropout
1,10,0,9119,1,5,116.3,4,8,20,18,7,111.3,1,0,1,1,1,0,22,0,0,8,15,7,9.5,0,8,1,22,7,14.7,5,15.3,0.2,0.29,Dropout
3,1,2,9003,1,5,130.1,4,33,25,4,3,133.9,1,0,1,1,1,1,20,0,10,11,18,14,2.5,8,4,10,7,4,0.1,2,15.2,0.2,0.8,Graduate
1,1,1,9147,1,14,153.2,18,28,7,18,10,150.7,0,0,0,1,1,0,51,0,5,14,25,4,8.0,7,10,6,10,8,3.1,0,10.1,1.4,-2.63,Dropout
4,2,1,9130,1,10,145.2,19,3,25,2,3,154.5,0,0,0,1,1,1,42,0,13,5,21,5,11.8,7,3,14,17,4,3.0,8,10.1,1.1,0.57,Graduate
1,15,1,9130,1,10,148.0,20,14,10,11,11,121.2,0,0,0,1,1,0,47,0,3,13,25,2,8.3,9,5,4,23,12,10.4,2,9.6,1.0,-0.41,Dropout
1,17,4,9070,1,5,137.6,9,19,16,6,6,126.8,1,0,0,0,1,0,37,0,7,14,0,14,17.3,9,5,6,4,11,9.2,9,9.6,3.0,1.93,Dropout
1,16,0,33,0,4,122.8,15,6,4,4,7,121.8,0,0,0,1,0,0,40,0,2,11,13,6,10.5,4,3,10,7,1,16.7,2,8.3,-0.7,0.88,Dropout
3,16,9,9147,1,6,154.6,12,20,10,11,9,126.8,0,0,0,1,0,0,26,0,0,13,21,3,17.3,6,4,18,23,7,14.9,2,12.8,3.5,-0.28,Enrolled
1,16,3,171,1,14,138.4,4,1,31,3,12,143.9,0,0,0,1,1,0,23,0,9,1,26,1,5.7,5,13,12,7,0,5.9,9,9.7,2.8,2.45,Dropout
1,2,9,9085,1,5,144.0,3,10,12,19,13,108.8,1,0,0,1,1,0,42,0,0,17,5,6,0.4,8,4,7,17,2,9.5,5,11.0,3.2,0.48,Graduate
6,1,4,9238,1,10,131.6,5,13,20,18,15,135.4,1,0,1,1,1,0,44,0,5,11,11,5,2.8,4,5,14,8,3,5.6,6,11.3,2.1,-0.51,Dropout
1,10,1,9070,1,12,114.5,17,12,32,12,6,124.5,1,0,0,1,1,0,18,0,6,16,0,0,1.3,8,0,17,4,13,3.6,4,13.0,0.5,-2.58,Graduate
2,2,4,9238,1,1,135.9,5,11,2,14,15,144.8,0,0,0,1,1,0,30,0,13,11,29,8,13.3,1,13,2,16,9,11.0,8,14.4,1.5,-2.5,Dropout
2,16,9,9130,1,12,155.4,4,17,11,9,16,144.1,1,0,0,1,0,1,23,0,7,10,29,10,3.4,0,12,17,6,6,14.9,8,15.7,1.2,-2.94,Graduate
1,16,3,8014,1,12,142.1,21,29,20,0,19,121.7,1,0,0,1,1,0,33,0,0,5,18,8,13.6,1,1,12,2,11,0.5,0,11.0,-0.0,2.16,Graduate
2,17,7,9085,1,6,138.3,7,3,23,2,18,125.6,1,0,0,1,0,1,31,0,14,3,0,9,9.7,2,10,6,22,2,0.9,0,14.7,3.6,-3.79,Graduate
1,7,0,9085,1,14,117.1,7,29,13,17,11,138.6,1,0,0,1,1,0,38,0,4,10,28,2,3.9,1,5,2,9,13,0.7,0,11.8,0.6,3.27,Graduate
2,16,4,9238,1,5,152.8,7,10,17,15,8,139.8,0,0,0,1,0,0,48,1,4,4,21,14,11.0,0,9,2,16,0,12.6,2,15.4,-0.6,0.41,Graduate
1,15,9,8014,0,9,150.2,17,19,10,11,7,94.9,1,0,0,1,0,0,42,0,5,16,24,11,0.2,6,4,7,20,3,6.3,1,13.8,1.4,-3.2,Dropout
2,16,0,9119,1,10,103.3,15,4,14,15,8,138.6,1,0,0,1,1,0,39,0,8,11,5,13,6.0,4,14,5,29,7,12.8,8,13.2,-0.3,2.09,Enrolled
1,7,9,9003,0,12,143.9,7,12,19,10,4,148.4,0,0,0,1,1,1,42,0,2,15,15,9,14.1,1,10,14,27,12,4.0,8,10.8,2.9,2.57,Graduate
2,16,9,9070,0,12,126.3,15,31,32,10,9,130.3,0,0,1,1,1,0,40,0,10,7,27,0,13.5,3,12,1,9,14,0.2,1,9.7,-0.7,-1.27,Graduate
1,15,3,9147,1,14,134.4,20,2,33,13,4,139.4,1,0,0,1,1,0,38,0,0,10,28,11,14.2,2,11,5,14,1,12.0,9,14.3,-0.6,-1.31,Dropout
1,10,7,9085,0,3,117.7,4,1,25,16,13,143.6,0,0,0,1,1,0,43,0,14,6,27,6,10.6,5,5,14,25,14,3.5,4,12.2,2.8,2.35,Graduate
1,2,0,9238,1,10,131.8,2,17,25,18,17,129.9,1,0,0,1,1,1,37,0,2,2,29,3,10.3,2,7,12,22,6,10.0,4,7.7,-0.2,-0.39,Graduate
1,15,1,9003,1,1,113.5,13,25,14,10,6,137.6,1,0,1,1,1,1,53,0,14,12,14,13,7.3,9,6,14,5,1,7.8,5,10.9,1.7,-0.18,Graduate
3,7,0,9130,1,9,118.0,12,5,24,3,7,127.2,0,0,0,1,1,0,24,0,7,4,11,2,17.1,8,0,15,9,0,16.0,1,8.3,2.0,2.69,Graduate
1,2,6,9147,1,5,137.8,10,14,13,9,4,126.3,0,0,0,1,1,0,30,0,9,8,26,7,17.1,6,6,15,24,14,0.7,6,7.2,3.7,-3.08,Graduate
5,2,1,9238,1,2,118.6,19,10,2,18,5,118.4,0,0,0,1,1,0,18,0,14,2,5,8,0.2,2,12,6,25,13,8.0,9,15.9,0.3,2.64,Enrolled
6,7,0,9070,1,2,136.4,15,21,34,3,19,129.2,0,0,0,0,1,0,23,0,10,3,14,12,17.3,9,1,6,19,8,15.1,0,11.9,0.5,2.95,Graduate
2,17,5,171,1,10,131.6,17,25,15,10,8,151.5,1,0,0,0,1,0,43,0,2,8,17,7,15.7,3,7,12,5,9,12.2,9,14.3,-0.5,-3.96,Graduate
1,1,5,9085,1,5,165.7,21,3,2,6,8,115.3,1,0,1,1,0,0,24,1,6,14,0,3,10.9,1,8,17,7,2,15.8,3,11.1,-0.6,1.1,Graduate
1,16,9,9130,1,3,120.3,6,18,25,19,7,135.0,0,0,0,1,1,0,20,0,8,8,19,6,5.8,0,11,3,5,11,17.8,7,12.7,1.0,-1.92,Graduate
3,15,1,9070,1,1,125.0,5,33,5,8,16,131.2,0,0,0,0,0,0,26,0,7,19,28,11,7.6,1,11,3,16,5,10.0,3,15.9,2.2,0.21,Graduate
1,7,0,33,1,9,119.3,21,17,34,1,7,146.2,0,0,0,0,0,0,26,0,10,0,15,1,15.3,1,14,19,18,1,6.2,0,12.9,2.2,0.85,Graduate
1,10,9,9130,1,3,151.4,13,6,5,0,0,148.6,0,0,0,0,1,0,32,0,10,4,10,10,2.7,5,5,13,25,8,1.5,2,8.5,2.7,0.36,Graduate
2,5,2,9147,1,9,131.6,14,34,8,7,17,115.0,1,0,0,1,1,0,19,0,4,6,29,12,11.2,3,6,19,18,1,11.3,7,14.1,1.6,1.08,Dropout
3,7,9,33,1,2,127.6,14,26,14,18,14,119.5,0,0,0,1,0,0,39,0,12,5,8,0,4.2,3,5,10,26,4,14.0,6,15.4,2.8,0.16,Dropout
3,16,4,9130,1,4,141.6,15,31,29,15,15,120.2,1,0,0,1,1,0,18,0,10,7,15,14,6.8,3,3,0,1,4,9.0,5,9.9,0.0,1.56,Enrolled
1,16,5,9238,0,2,116.9,16,28,30,13,1,120.7,0,0,0,0,1,0,17,0,10,11,15,14,0.1,4,12,5,26,9,3.7,6,9.0,2.1,0.0,Dropout
2,2,2,171,1,4,109.9,10,13,4,3,12,121.8,1,0,0,1,0,0,27,0,7,2,0,0,17.4,8,11,15,27,5,16.3,8,9.4,2.7,-2.52,Enrolled
1,2,8,9003,1,5,134.3,1,21,7,18,1,131.5,1,0,0,1,0,0,53,0,13,18,22,9,2.0,6,0,13,11,13,16.1,2,8.5,1.8,-2.55,Dropout
1,7,4,171,1,10,132.4,11,26,26,5,13,115.9,1,0,0,1,1,0,36,0,0,2,18,4,13.7,4,4,3,22,11,6.9,7,8.9,2.5,0.86,Enrolled
4,5,1,171,1,2,119.0,7,31,32,14,6,117.8,1,0,0,1,1,1,37,0,1,7,24,8,10.1,0,12,10,20,4,11.8,0,13.2,-0.2,-0.21,Graduate
1,17,9,9238,1,14,135.3,17,16,33,12,10,116.7,0,0,0,1,1,0,46,0,12,14,17,3,14.9,6,10,1,10,7,13.9,3,10.3,1.2,-1.35,Dropout
1,7,5,8014,1,3,157.7,4,31,24,18,14,133.4,1,0,0,1,0,0,41,0,11,13,1,13,9.3,8,0,19,11,14,1.8,9,15.0,3.0,0.23,Dropout
1,5,7,9130,1,14,136.7,7,13,1,3,16,126.2,1,0,0,1,1,0,33,0,2,7,6,3,17.7,6,7,3,12,10,15.2,7,10.2,0.6,3.41,Enrolled
4,17,5,9003,1,5,100.3,3,30,29,1,16,123.9,1,0,0,1,1,0,39,0,3,11,23,6,10.9,2,12,1,0,10,13.2,4,15.3,3.2,0.71,Graduate
3,5,3,9119,1,12,151.3,20,32,21,2,14,116.1,1,0,0,0,1,0,35,0,0,7,16,9,11.1,4,7,7,2,8,9.4,7,8.2,3.6,1.19,Enrolled
2,16,5,9238,1,14,159.8,14,5,23,13,15,106.1,0,0,1,1,1,1,37,0,7,6,24,0,16.6,7,0,8,18,8,16.6,6,7.3,-0.2,1.0,Dropout
3,16,7,8014,1,5,137.9,18,12,5,3,8,148.2,0,0,0,1,1,1,23,0,3,5,6,1,4.6,6,4,16,25,6,14.1,3,14.0,-0.1,1.2,Graduate
1,16,7,9238,1,12,132.6,18,4,30,15,19,123.2,1,0,0,1,0,0,22,0,6,1,2,6,6.5,4,13,7,20,1,8.9,7,13.9,0.9,-2.58,Graduate
1,10,9,8014,1,4,106.8,1,29,18,10,18,162.2,0,0,0,1,0,0,18,0,9,14,12,13,12.0,9,3,18,22,12,15.8,2,13.3,1.7,-3.07,Dropout
1,16,1,171,1,14,117.0,6,5,6,12,8,137.0,1,0,0,1,1,0,19,0,1,15,29,9,2.5,8,5,6,24,2,15.8,0,10.8,2.6,1.85,Dropout
1,15,7,9085,1,5,125.4,9,11,5,0,5,150.8,1,0,0,1,1,0,27,0,5,6,22,7,14.6,9,10,17,19,4,11.2,4,8.8,-0.5,-2.24,Graduate
1,2,5,9085,1,12,119.0,2,30,18,12,0,139.9,0,0,0,0,1,1,38,0,8,0,27,2,10.7,3,9,8,5,1,16.0,5,9.1,2.7,-3.99,Graduate
5,2,1,33,1,4,122.4,8,9,13,14,4,129.1,0,0,0,1,1,1,25,0,12,13,29,8,13.6,6,2,11,4,13,13.1,6,14.2,-0.1,-1.8,Graduate
1,5,0,9119,1,5,131.9,20,28,20,6,4,119.2,1,0,1,1,1,0,36,0,6,12,11,0,17.8,5,14,16,1,12,1.7,0,15.5,-0.4,-0.55,Graduate
1,2,5,9003,1,5,119.7,4,22,21,4,0,114.3,0,0,0,1,0,0,18,0,6,16,29,1,17.6,2,5,7,5,7,15.8,3,15.6,1.9,-2.03,Enrolled
1,1,6,8014,1,4,152.8,21,11,4,5,0,141.6,1,0,0,1,1,0,32,0,2,15,12,1,8.1,1,6,18,23,3,13.5,5,10.4,-0.5,-3.35,Dropout
1,17,9,9130,0,4,131.1,10,21,13,8,5,130.4,0,0,0,1,1,0,42,0,6,11,5,13,5.1,4,7,4,15,6,6.0,6,12.9,-0.5,-2.16,Graduate
5,5,4,171,1,5,137.6,1,6,18,5,8,135.0,1,0,0,1,0,0,39,0,11,5,23,7,11.4,6,10,6,20,4,2.6,6,9.8,2.0,-3.45,Dropout
1,2,9,9147,1,6,137.6,11,26,13,5,18,137.6,0,0,0,0,0,1,30,0,8,1,23,3,12.8,8,8,11,15,8,1.3,1,14.7,2.3,-0.0,Graduate
1,1,7,9130,1,9,135.7,9,16,13,1,4,131.6,1,0,0,1,0,1,37,0,6,6,29,2,5.3,0,0,14,6,13,17.3,2,12.3,3.3,1.13,Dropout
3,17,8,9130,0,6,130.7,19,14,27,5,16,120.9,0,0,0,1,0,0,39,0,1,7,16,7,5.1,1,1,10,29,9,10.7,4,14.7,3.5,1.34,Graduate
1,10,3,8014,0,1,145.0,11,22,26,9,19,140.2,0,0,0,1,1,0,28,0,6,7,14,9,3.9,0,8,7,2,2,1.1,2,13.7,1.3,1.92,Dropout
1,2,6,9003,0,2,148.1,4,2,12,4,11,124.4,0,0,0,1,1,1,20,0,13,18,3,0,16.4,3,3,17,26,3,0.4,5,9.2,2.1,-3.67,Graduate
1,1,7,171,1,9,99.1,5,13,2,19,5,128.2,0,0,0,0,1,1,33,0,9,4,17,2,1.8,8,14,13,27,5,1.9,3,7.3,2.7,1.57,Enrolled
2,7,5,171,0,3,108.4,21,11,20,11,12,136.3,0,0,0,1,1,1,47,0,8,8,23,0,4.4,7,6,12,18,10,12.3,8,15.8,3.4,1.59,Dropout
6,15,1,9003,1,14,121.9,17,12,10,5,7,126.2,0,0,0,1,0,0,44,0,14,14,23,14,11.2,3,5,8,27,6,3.8,5,11.1,-0.7,-0.22,Dropout
3,7,6,9085,1,2,113.3,18,33,8,5,2,103.4,0,0,0,1,1,0,52,0,6,11,2,2,8.4,9,8,19,7,7,9.3,9,9.5,0.2,0.49,Dropout
1,1,8,9070,1,6,119.0,5,22,31,7,10,140.5,1,0,0,0,1,1,30,0,0,2,28,11,2.2,5,14,8,2,7,15.0,3,14.3,1.6,1.06,Graduate
3,5,4,33,1,4,123.2,18,9,15,16,19,143.3,1,0,0,1,0,0,47,0,6,10,19,5,5.2,5,7,1,13,0,13.8,6,8.5,0.2,-0.3,Dropout
1,16,1,9238,0,5,126.1,17,7,18,17,0,103.2,1,0,0,1,0,0,49,0,0,8,12,13,7.3,2,9,6,20,5,7.2,9,11.6,1.5,3.45,Graduate
1,16,3,33,1,6,107.6,3,17,15,10,13,113.4,0,0,0,1,0,1,25,0,11,5,0,13,17.3,0,4,1,23,11,15.2,2,10.8,2.3,-3.69,Graduate
1,16,2,9085,1,3,123.8,11,10,19,0,12,153.3,0,0,0,0,1,0,38,0,1,19,19,7,7.1,7,0,13,3,0,5.6,3,8.1,2.7,-3.2,Graduate
1,17,3,8014,1,1,151.3,17,25,24,6,14,130.0,1,1,0,1,0,1,52,1,8,5,20,13,2.1,5,5,13,5,0,4.4,9,13.1,3.0,-1.98,Graduate
1,5,9,8014,0,3,126.2,8,27,2,7,7,127.0,0,0,0,1,1,0,46,0,2,11,11,5,17.5,4,2,7,4,12,13.6,4,14.9,3.7,0.27,Graduate
2,17,6,9119,0,3,138.9,8,30,13,2,14,121.5,1,0,0,1,0,0,25,0,7,15,23,12,7.8,6,14,16,21,11,8.9,8,15.4,3.2,2.93,Dropout
5,2,9,33,1,6,129.0,2,30,9,18,12,113.6,1,0,0,1,0,1,25,0,0,18,3,4,2.5,5,10,9,24,13,17.1,1,12.0,0.8,3.23,Graduate
1,16,7,33,0,4,131.7,7,34,2,15,0,124.5,1,0,0,1,0,0,28,0,8,10,11,1,11.0,7,7,1,28,3,4.9,7,7.1,0.5,3.22,Enrolled
1,7,0,9238,1,9,128.3,21,33,16,7,10,139.7,1,0,0,1,0,0,44,0,11,0,20,4,14.6,4,0,18,24,10,9.5,3,10.5,0.6,3.15,Graduate
1,5,7,8014,0,2,141.1,20,32,2,5,19,126.8,1,0,0,1,0,0,32,0,13,6,18,5,12.8,8,11,15,1,14,3.6,7,11.9,-0.4,2.46,Graduate
1,5,4,9130,1,4,117.7,21,12,16,1,14,134.9,1,0,0,1,1,0,53,0,12,11,18,7,5.6,9,6,0,12,8,1.4,4,15.7,2.2,-0.02,Graduate
2,16,6,33,0,10,132.6,6,23,8,11,3,150.0,1,0,0,1,1,0,22,0,14,18,4,8,4.3,8,10,5,29,9,3.4,8,11.0,-0.8,1.04,Enrolled
1,7,0,9238,1,6,121.3,20,29,1,5,5,119.5,0,0,0,1,1,1,25,0,9,14,1,0,15.9,4,11,16,2,11,1.1,5,10.2,0.5,-3.88,Dropout
3,10,1,9003,1,14,140.1,18,1,18,13,11,130.9,1,0,0,1,1,0,50,0,5,17,0,10,3.5,6,9,12,18,1,3.6,1,15.3,2.7,-3.84,Graduate
1,5,0,9147,1,3,113.4,7,20,26,6,0,140.1,0,0,0,0,1,0,47,0,0,13,4,11,13.6,1,0,11,4,3,0.4,1,11.0,1.3,2.54,Dropout
1,16,4,9003,1,14,139.8,18,10,5,8,9,114.9,0,0,0,1,1,0,23,0,6,6,9,1,0.4,4,12,18,28,5,2.5,7,15.6,1.1,-1.28,Graduate
1,15,5,9238,1,2,133.1,12,19,21,6,17,129.3,1,0,0,1,1,1,48,0,11,19,29,14,7.6,5,2,0,0,10,7.8,3,9.9,2.7,-1.22,Graduate
1,1,9,9130,1,3,111.0,7,23,28,14,0,151.3,1,0,0,1,1,0,40,0,4,4,28,9,17.7,3,4,18,26,7,5.0,9,13.7,1.0,-2.61,Graduate
1,17,8,9119,1,1,156.2,7,21,26,11,6,122.6,0,0,1,1,1,1,46,0,4,9,16,8,11.4,2,5,6,21,1,5.9,7,14.6,1.3,-2.09,Dropout
2,2,7,8014,0,1,138.4,1,32,32,16,1,140.9,0,0,1,1,0,0,42,0,12,5,29,8,5.6,8,7,6,21,11,3.1,8,15.0,1.4,1.31,Enrolled
1,5,6,9119,1,2,113.7,10,10,21,14,7,125.2,1,0,0,1,0,0,49,0,8,3,13,13,12.6,5,10,5,25,0,16.8,3,9.7,1.5,2.47,Graduate
2,15,4,9119,0,3,132.4,10,2,4,14,0,150.4,0,0,0,0,0,0,42,0,14,5,4,4,6.4,8,11,7,17,2,16.1,9,15.9,-0.3,-1.21,Graduate
1,15,2,9238,1,12,105.4,12,6,24,13,18,105.6,0,0,0,1,1,1,35,0,5,3,3,9,16.9,8,14,8,4,14,6.0,4,13.7,1.6,0.96,Graduate
1,5,8,8014,0,10,104.3,3,17,33,10,5,127.8,1,0,0,1,0,0,17,0,8,19,12,10,4.2,2,2,5,7,0,16.5,0,8.4,0.9,1.48,Dropout
1,10,4,171,1,12,147.9,3,15,5,10,10,107.8,1,0,0,0,1,1,36,0,11,8,25,6,5.8,9,7,8,8,9,7.9,9,13.8,3.2,-0.15,Dropout
3,1,2,9147,0,9,112.0,13,24,3,19,18,117.9,1,0,1,1,1,0,54,0,1,14,15,3,12.4,3,6,10,11,10,5.3,7,14.5,-0.7,-1.04,Enrolled
1,2,2,33,1,9,141.8,13,29,11,12,9,117.8,1,0,0,1,0,1,28,0,3,16,12,5,14.3,5,9,0,18,0,17.8,9,8.6,1.5,0.5,Dropout
3,5,2,9119,1,5,147.5,6,14,32,12,15,123.5,1,0,0,1,1,0,38,0,14,4,26,14,10.4,9,3,0,10,4,7.7,5,8.5,3.6,0.21,Graduate
1,17,5,9003,1,9,115.2,3,2,22,7,15,111.6,1,0,0,1,1,0,23,0,12,4,28,9,5.2,2,5,12,1,9,1.5,5,8.2,-0.7,-1.63,Graduate
3,2,0,171,1,4,161.2,15,22,11,6,9,126.1,1,0,0,0,0,0,38,0,5,0,23,13,10.3,0,12,10,15,14,10.5,1,11.5,2.3,-1.51,Dropout
1,7,3,171,1,5,131.4,9,6,22,19,17,133.0,1,0,1,1,0,1,43,0,2,19,17,10,3.9,9,3,4,17,8,3.3,3,13.4,-0.7,-2.55,Graduate
2,15,7,9130,1,1,130.7,21,9,4,12,17,107.1,1,0,0,1,1,1,30,0,9,17,6,0,1.0,2,2,15,1,6,11.1,5,10.4,3.1,0.24,Dropout
2,15,2,9119,1,4,115.0,6,12,3,10,2,118.7,1,0,0,1,1,0,29,0,11,17,7,10,16.6,2,1,15,28,4,0.9,2,7.5,0.1,3.04,Graduate
5,5,4,9119,0,3,115.3,6,5,10,18,11,160.0,1,0,0,1,1,0,36,0,9,1,4,10,8.7,0,1,14,11,3,2.0,9,10.2,2.9,-1.48,Graduate
1,5,1,9070,0,2,97.1,8,1,19,5,9,131.3,1,0,0,1,1,1,24,0,2,11,15,5,8.6,4,9,2,11,14,5.6,0,13.3,3.3,1.02,Dropout
1,17,1,9238,1,2,118.3,11,10,18,7,15,103.4,0,0,0,1,1,1,34,0,12,9,13,13,13.4,8,5,6,25,4,11.1,4,7.9,-0.2,2.17,Graduate
1,7,6,9130,1,10,147.5,19,11,28,18,8,108.8,0,0,0,1,1,0,20,0,11,16,2,9,10.1,3,13,10,28,4,11.6,3,12.0,-0.4,3.24,Enrolled
3,10,9,171,1,1,114.7,16,27,31,4,17,129.9,0,0,0,1,0,1,39,0,9,8,5,2,8.2,1,14,16,29,4,11.7,5,12.4,3.0,2.03,Dropout
1,5,2,171,1,10,116.0,9,23,17,9,12,128.3,0,0,0,1,0,0,39,0,9,19,12,9,14.3,4,12,18,8,1,9.2,5,12.9,-0.0,-3.34,Enrolled
3,15,4,9070,1,12,110.7,11,20,24,0,13,119.4,0,0,0,1,1,0,20,0,14,9,16,7,8.6,2,7,4,13,6,6.0,4,10.1,-0.6,-3.51,Enrolled
1,2,2,33,1,6,109.6,16,5,1,11,18,155.5,0,0,0,1,1,0,18,0,0,17,18,12,16.4,3,7,3,29,7,15.7,8,15.3,0.2,1.36,Graduate
1,1,5,9085,1,1,143.3,6,13,5,6,13,161.0,1,0,0,1,1,0,38,0,4,4,24,7,5.5,6,3,17,4,10,8.1,1,16.0,0.1,1.47,Graduate
1,16,9,9003,0,14,111.8,17,10,32,7,1,123.6,0,0,0,1,1,0,17,1,5,18,10,14,0.6,3,8,7,21,14,14.1,7,14.5,2.2,2.6,Enrolled
6,2,2,9085,1,9,128.0,16,16,17,17,10,138.3,1,0,0,1,0,0,26,0,3,14,9,12,2.7,3,4,5,10,4,8.5,3,8.0,1.3,1.91,Graduate
2,10,7,9119,1,5,124.7,20,7,21,6,7,139.0,1,0,1,1,1,0,50,0,12,16,28,10,14.7,0,3,12,10,1,15.4,0,9.4,2.6,0.41,Graduate
5,1,1,8014,1,12,144.3,21,32,22,13,2,140.7,0,0,0,1,0,1,47,0,13,1,20,6,16.7,0,9,1,25,7,0.5,2,8.8,0.3,1.25,Dropout
1,2,2,9130,1,9,117.5,18,25,34,19,14,118.7,0,0,0,1,0,0,30,0,8,11,21,7,1.4,5,2,14,11,6,4.8,1,7.5,1.4,0.58,Dropout
